Fecha del pedido,País,Total,Ganancia
17/09/2018,República Dominicana,2741.76,44.96
17/09/2018,República Dominicana,1654.08,144.48
06/06/2018,Argentina,1098.48,-476.32
06/06/2018,Argentina,667.32,-433.88
06/06/2018,Argentina,624,-198
24/12/2017,República Dominicana,1078.56,-216.44
22/06/2017,México,4866,2092
22/06/2017,México,712.8,306
08/10/2018,Perú,70.56,-11.84
08/10/2018,Perú,1967.04,-721.76
08/10/2018,Perú,262.2,-52.8
08/10/2018,Perú,156.24,23.04
14/05/2018,Brasil,376.6,145.6
14/05/2018,Brasil,182.2,67.4
19/09/2018,Ecuador,9728.1048,369.3048
18/12/2016,Cuba,1471,735
28/04/2018,Nicaragua,822.6,180.8
04/12/2017,Nicaragua,215.4,19.2
04/11/2018,Cuba,382.8,141.6
10/09/2017,Chile,3739.8,1720.2
10/09/2017,Chile,690.4,13.6
06/08/2017,México,1182.4,436.8
28/10/2015,Guatemala,196.8,60.6
07/08/2017,México,6072,1032
07/08/2017,México,364,152.8
09/05/2018,México,209,62.6
09/05/2018,México,727.2,58
19/10/2017,Venezuela,173.88,-107.52
19/10/2017,Venezuela,411.48,-69.12
19/10/2017,Venezuela,86.88,-43.52
21/12/2017,Cuba,8819.326,1307.326
21/12/2017,Cuba,580.8,80.4
21/12/2017,Cuba,185.2,83.2
21/12/2017,Cuba,3437.4,1649.4
21/12/2017,Cuba,568.4,204.4
25/09/2018,México,816.2,211.4
25/09/2018,México,7132.9056,3273.1056
25/09/2018,México,1659.2,116
25/09/2018,México,307.2,58
24/07/2018,Nicaragua,397.6,194.4
24/07/2018,Nicaragua,1038.6,415.2
24/07/2018,Nicaragua,5834.8,933.2
30/07/2018,Panamá,111.84,7.44
10/06/2018,Guatemala,5831.2,2740.4
10/06/2018,Guatemala,92.8,12
10/06/2018,Guatemala,183.2,10.8
08/11/2015,Ecuador,360,82
20/12/2017,Cuba,1040.2,364
20/12/2017,Cuba,597,89.4
20/12/2017,Cuba,3600,720
20/12/2017,Cuba,107.2,44.8
18/06/2017,Cuba,454.2,222.4
16/09/2015,Panamá,527.04,-9.36
16/09/2015,Panamá,6335.28,-3168.12
30/04/2018,El Salvador,870.8,60.8
30/04/2018,El Salvador,370.8,48
19/10/2017,Brasil,186.4,0
24/09/2015,Guatemala,461,225
24/09/2015,Guatemala,498.6,94.2
25/04/2016,Argentina,505.8,-329.2
25/04/2016,Argentina,380.64,-51.36
27/12/2016,Cuba,6836,3280.8
27/12/2016,Cuba,147,39.6
08/11/2017,México,1610,305
08/11/2017,México,1527.04,57.04
24/09/2015,Brasil,11072,4207.2
24/09/2015,Brasil,3430.2,205.8
16/10/2016,Cuba,656,144
16/10/2016,Cuba,213.4,19.2
30/12/2018,México,2172,253
30/12/2018,México,383,0
02/06/2016,Cuba,166.4,38
02/06/2016,Cuba,1004.4,160.2
02/06/2016,Cuba,167.2,14.8
02/06/2016,Cuba,968.8,96.8
02/06/2016,Cuba,571.2,28
20/12/2016,México,606,139.2
16/04/2018,El Salvador,652.8,156.6
16/04/2018,El Salvador,210,33.6
16/04/2018,El Salvador,1985.6,754.4
16/04/2018,El Salvador,3995.2,1477.6
16/04/2018,El Salvador,226,92.4
16/04/2018,El Salvador,6106,2381.2
27/04/2017,Nicaragua,3819.1464,795.7464
27/04/2017,Nicaragua,143.2,27.2
27/04/2017,Nicaragua,311,121
20/08/2018,República Dominicana,222.24,19.44
24/07/2017,Cuba,723.6,230.4
24/07/2017,Cuba,1345.6,120.8
24/07/2017,Cuba,1316.4,171
24/07/2017,Cuba,71,29
24/07/2017,Cuba,3483.4192,237.0192
01/11/2016,Brasil,841.2,42
01/11/2016,Brasil,897.6,412.8
29/11/2015,Argentina,775.2,-297.6
27/11/2018,Venezuela,437.52,-7.68
27/11/2018,Venezuela,597.6,-259.2
27/11/2018,Venezuela,607.32,-31.08
27/11/2018,Venezuela,6564.6,-7659.4
27/11/2018,Venezuela,454.08,-257.92
26/12/2018,Nicaragua,2621.4,52.2
26/04/2017,Argentina,104.1,-211.9
26/04/2017,Argentina,2409.12,-1446.48
26/04/2017,Argentina,1005,-235
26/04/2017,Argentina,244.08,-49.12
26/04/2017,Argentina,23.64,-39.56
26/04/2017,Argentina,580.06,-292.94
25/12/2015,Brasil,941,75
25/12/2015,Brasil,845.2,422.4
11/07/2018,Brasil,258.4,97.6
11/07/2018,Brasil,800,160
11/07/2018,Brasil,777.6,262.8
11/07/2018,Brasil,9726.4,583.2
11/07/2018,Brasil,640.2,57.6
28/03/2016,México,5466,272.4
28/03/2016,México,1499.4,-775.6
28/03/2016,México,606.24,90.84
28/03/2016,México,167.4,0
07/12/2018,El Salvador,12275.7992,5263.1992
19/05/2015,República Dominicana,6975.84,-2092.96
19/05/2015,República Dominicana,4370.88,-383.52
19/05/2015,República Dominicana,140.16,-11.04
19/05/2015,República Dominicana,13833.6,-2248.4
19/05/2015,República Dominicana,436.5,-305.7
19/05/2015,República Dominicana,210.88,28.88
09/06/2018,Honduras,586.8,-39.2
09/06/2018,Honduras,3942.72,-2562.88
20/11/2018,México,7440,2697
20/11/2018,México,97.4,35
05/02/2016,Honduras,70.44,-28.36
25/08/2016,Guatemala,980,58.8
25/08/2016,Guatemala,265.8,0
31/08/2015,Brasil,2217,687
24/10/2017,El Salvador,204,87
13/11/2017,Nicaragua,1093.2,130.8
13/11/2017,Nicaragua,1268,265.6
02/08/2017,Brasil,3508.5688,203.7688
17/03/2018,México,2464.8,763.8
30/07/2017,Bolivia,113,37.2
17/10/2016,México,4753.28,1425.68
17/04/2017,Nicaragua,3443.6988,62.0988
21/04/2015,México,325.8,35.8
21/04/2015,México,1275.2,586.4
06/06/2016,Honduras,856.08,-157.12
06/06/2016,Honduras,840.96,-224.64
05/11/2017,República Dominicana,3843.8064,-876.9936
05/11/2017,República Dominicana,7063.2,-4591.8
05/11/2017,República Dominicana,160.8,17.8
28/04/2018,México,1832.4,181.8
25/06/2018,Guatemala,548.2,0
25/06/2018,Guatemala,2935.2,557.4
25/06/2018,Guatemala,1237.6,0
21/06/2016,México,5501.44,-962.96
24/01/2017,Argentina,904.02,-1235.58
24/01/2017,Argentina,120.12,15.92
24/01/2017,Argentina,474.72,-301.28
12/10/2018,Brasil,5601,56
02/07/2018,México,350.88,40.88
27/05/2017,Brasil,438.6,118.2
27/05/2017,Brasil,90.6,4.4
21/12/2017,México,4233.1168,-8.4832
21/12/2017,México,738,309.6
21/06/2018,México,975.6,-49.4
20/11/2015,Honduras,586.08,87.68
15/09/2016,Brasil,1946.4,642
15/09/2016,Brasil,346,159
10/01/2017,México,552,176.4
10/01/2017,México,214,42.8
06/09/2016,Honduras,4443.12,-1408.68
04/06/2018,Brasil,88.6,0
12/12/2018,Cuba,236.4,30.6
12/12/2018,Cuba,3091.2,278.2
12/12/2018,Cuba,309,40
12/12/2018,Cuba,1496,688
17/08/2017,Nicaragua,795,15.6
17/08/2017,Nicaragua,244.8,16.8
17/08/2017,Nicaragua,2052.4,820.4
03/06/2018,Cuba,2725,1062
02/06/2018,República Dominicana,416.64,41.44
06/11/2018,Panamá,870.72,-73.28
13/09/2017,República Dominicana,87.04,13.04
13/09/2017,República Dominicana,636.4848,109.8848
13/09/2017,República Dominicana,432.96,102.36
31/10/2018,Brasil,1319.6,26.2
31/10/2018,Brasil,3789.2064,637.2064
16/10/2018,Brasil,2709.6,135.2
16/10/2018,Brasil,6349.6752,-12.7248
12/03/2017,Colombia,140,30.8
09/06/2015,Cuba,210.8,31.6
02/11/2015,México,373.2,48.4
02/11/2015,México,3886.08,291.28
05/06/2018,Cuba,4850,2424.8
17/05/2016,México,259.2,87.6
17/05/2016,México,238.4,52
17/05/2016,México,289.6,28.8
24/11/2018,Brasil,4084.2,325.8
08/11/2018,Brasil,2062.6,618.6
08/11/2018,Brasil,2771.4,609.6
08/11/2018,Brasil,3947.2896,1138.4896
06/12/2017,El Salvador,329.8,158.2
07/09/2017,México,110.8,49.6
07/09/2017,México,1036,207.2
07/09/2017,México,440,35.2
07/09/2017,México,122.4,34.2
19/07/2016,México,541.8,81
03/11/2015,México,216.8,60.4
07/12/2017,México,10341.6,3619.2
07/12/2017,México,502,145.2
07/12/2017,México,77.2,28.4
01/11/2015,México,225,18
01/11/2015,México,1291.2,64.4
06/03/2018,Honduras,168.96,-31.04
14/06/2018,México,1855.36,185.36
14/06/2018,México,486.8,97.2
09/11/2017,Nicaragua,3477.6,1494
09/11/2017,Nicaragua,1072.8,514.8
09/11/2017,Nicaragua,99.2,0.8
09/10/2017,Brasil,96,10.4
09/10/2017,Brasil,1919.6,306.8
11/12/2016,Argentina,3069.8928,-215.7072
29/04/2018,Cuba,187.2,24
29/04/2018,Cuba,2434.4,292
15/05/2018,Honduras,805.8,66.8
19/04/2016,Guatemala,14793.6,1034.4
19/04/2016,Guatemala,1895,284
19/04/2016,Guatemala,349.8,90.6
03/11/2015,Cuba,325.2,133.2
03/11/2015,Cuba,6079.2,910.8
03/11/2015,Cuba,366,131.6
12/09/2017,Argentina,1136.4,94.4
08/10/2018,Brasil,450,36
08/10/2018,Brasil,1084.8,216.6
08/10/2018,Brasil,296.4,56
08/10/2018,Brasil,251.4,93
31/10/2018,Nicaragua,2012.4,301.2
27/11/2018,México,3161.664,1514.064
27/11/2018,México,426,153.2
27/11/2018,México,836,359
27/11/2018,México,3481.6,800
14/03/2018,Perú,5515.56,-1011.24
14/03/2018,Perú,424.44,49.44
14/03/2018,Perú,281.88,-108.12
31/05/2018,Colombia,2963.4,414.6
15/03/2017,Cuba,540,243
16/11/2015,México,1361.4,108.6
16/11/2015,México,7288.32,181.92
16/11/2015,México,217.6,69.6
13/07/2017,Nicaragua,2317.2,602.4
13/07/2017,Nicaragua,5277.6,2480.4
13/07/2017,República Dominicana,2454.4,705.6
05/09/2016,Argentina,90.24,-48.16
23/11/2016,Colombia,152.8,19.6
23/11/2016,Colombia,5374,1450
23/11/2016,Colombia,144.8,34.4
23/04/2018,El Salvador,5754,229.6
23/04/2018,El Salvador,2879.6292,1176.8292
26/09/2017,Venezuela,1150.32,-556.08
26/09/2017,Venezuela,3958.8,-2508.2
22/03/2016,El Salvador,3949.8,157.8
03/11/2016,Nicaragua,238.2,30.6
03/11/2016,Nicaragua,4232.4,126.6
03/11/2016,Nicaragua,1594,318
03/11/2016,Nicaragua,258.8,20.4
05/06/2018,República Dominicana,356.64,-26.76
05/06/2018,República Dominicana,585.6,109.6
19/06/2017,Venezuela,194.04,-9.76
19/06/2017,Venezuela,472.08,-87.92
29/03/2015,Cuba,107.2,44.8
19/10/2015,México,239.8,79
19/10/2015,México,1302.6,481.8
26/08/2016,Brasil,3705.2,666.8
26/08/2016,Brasil,3954.4752,1774.4752
21/04/2018,Chile,8035.2,802.8
01/02/2017,Brasil,195.6,52.8
01/02/2017,Brasil,1659.6,564
01/02/2017,Brasil,139.2,18
20/12/2016,México,10225.6,3271.4
20/12/2016,México,8832.64,2980.64
20/12/2016,México,1642,262.4
08/06/2016,Argentina,210.24,-56.16
08/06/2016,Argentina,100.92,-35.48
28/08/2018,Nicaragua,1288,12.8
28/08/2018,Nicaragua,380.8,3.2
22/12/2017,Nicaragua,570,39
22/12/2017,Nicaragua,273,84.6
22/12/2017,Nicaragua,44.4,18.6
18/05/2016,El Salvador,409.8,159.6
18/05/2016,El Salvador,373.8,0
18/05/2016,El Salvador,1432.2,42
21/08/2018,República Dominicana,925.92,289.32
17/10/2018,México,163.2,69.6
17/10/2018,México,5131.2,0
17/10/2018,México,2263.2,-367.8
17/10/2018,México,2705.6,1297.6
17/10/2018,México,397.2,51.6
26/12/2016,República Dominicana,5504,963.2
26/12/2016,República Dominicana,1516.8,170.4
08/06/2016,México,120,31.2
08/06/2016,México,520,124.8
08/06/2016,México,923.04,-35.16
08/06/2016,México,1740,730
30/06/2018,Argentina,828,-110.4
08/11/2018,Honduras,203.04,-47.76
25/01/2016,México,988.2,69
16/11/2017,México,30458.4,10355.8
16/11/2017,México,3281.6,-369.4
04/10/2015,Brasil,15265,5953
26/12/2016,Guadalupe,907.6,380.8
26/12/2016,Guadalupe,2435,754
11/06/2018,Brasil,9423.6,2920.8
11/06/2018,Brasil,4213.8,758.4
11/06/2018,Brasil,234,20.8
19/12/2018,Colombia,4569.6,1872.8
14/10/2017,Panamá,527.4,-351.6
12/06/2017,Cuba,3281.4,1278
12/06/2017,Cuba,1111.2,400
12/06/2017,Cuba,3286.4,558.4
12/06/2017,Cuba,123,49.2
12/06/2017,Cuba,1215,194.4
12/06/2017,Cuba,988.6188,443.6188
12/06/2017,Cuba,4174.2,709.2
12/06/2017,Cuba,1272.8,63.6
06/06/2017,Guatemala,5242.8,104.4
06/06/2017,Guatemala,4264,767
12/12/2016,Honduras,869.4,-217.8
12/12/2016,Honduras,70.92,-25.08
12/02/2017,Colombia,370,136
12/02/2017,Colombia,10358.4,3520.8
12/02/2017,Colombia,385.8,103.8
12/02/2017,Colombia,2627.2,1313.6
12/02/2017,Colombia,7906.5552,1013.7552
12/02/2017,Colombia,289.2,106.8
12/02/2017,Colombia,4464,446
13/12/2018,Ecuador,582,128
13/12/2018,Ecuador,657,52
08/08/2017,República Dominicana,440.8,147.8
08/08/2017,República Dominicana,782.88,-186.12
10/03/2018,Brasil,194,5.6
16/01/2018,México,2261.2,972
08/04/2015,Nicaragua,239.8,76.6
26/08/2015,El Salvador,394.8,189.2
26/08/2015,El Salvador,3786,1249.2
26/08/2015,El Salvador,7964.8,2707.2
25/07/2017,El Salvador,412,57
25/07/2017,El Salvador,2721.6,1223.6
25/07/2017,El Salvador,993.2,258.2
25/07/2017,El Salvador,471.2,122.4
25/07/2017,El Salvador,209.4,48
25/07/2017,El Salvador,594.4,83.2
26/09/2017,Brasil,2832,28.2
26/09/2017,Brasil,767,345
26/09/2017,Brasil,625,268
26/09/2017,Brasil,133.2,2.4
26/09/2017,Brasil,169.2,76
26/09/2017,Brasil,337.2,151.6
28/10/2018,Brasil,602.4,180.4
28/10/2018,Brasil,846,67.2
28/10/2018,Brasil,5660,849
28/10/2018,Brasil,4299.2,1160
28/10/2018,Brasil,964.8,347.2
28/10/2018,Brasil,431.2,50.4
08/06/2017,México,656,249
08/06/2017,México,416,87.2
08/06/2017,México,502.4,34.4
08/06/2017,México,1739.2,452
08/06/2017,México,329,65.8
08/06/2017,México,1522.2,258.6
05/06/2017,México,118.2,23.4
15/11/2016,República Dominicana,74.88,24.08
02/06/2017,Brasil,192.4,76.8
02/06/2017,Brasil,8252.16,-1444.44
11/10/2015,República Dominicana,535.5,-439.5
09/10/2017,Perú,2648.16,-1765.44
13/06/2018,Cuba,429.2,162.8
26/04/2017,Guatemala,6349.6752,-12.7248
26/04/2017,Guatemala,666,332.4
26/04/2017,Guatemala,685.6,260.4
26/04/2017,Guatemala,9956,2190
26/04/2017,Guatemala,1642,262.4
26/04/2017,Guatemala,444.6,4.2
13/06/2016,El Salvador,977.4,185.4
13/06/2016,El Salvador,178.4,30
13/06/2017,Nicaragua,225.6,49.6
13/06/2017,Nicaragua,1318.4,263.2
11/08/2018,Brasil,394,196.8
07/05/2017,México,111.4,21
07/05/2017,México,1432.2,271.6
07/05/2017,México,180.6,45
17/09/2017,Honduras,367.8,-123.2
17/09/2017,Honduras,227.04,-113.76
17/09/2017,Honduras,570,-124
17/09/2017,Honduras,46.44,-24.36
15/04/2018,México,160,24
07/11/2017,Cuba,6630,1591
07/11/2017,Cuba,3267.2,260.8
01/09/2018,El Salvador,2192.8,0
27/11/2017,Honduras,120,-50
27/11/2017,Honduras,3845.738,-1749.262
11/04/2018,Brasil,9728.1048,369.3048
08/03/2017,Panamá,519.6,-35.4
24/09/2017,México,471.6,221.6
07/07/2017,República Dominicana,581.76,123.36
29/12/2016,República Dominicana,372,-70.2
09/12/2018,Perú,646.92,-367.08
30/08/2017,Brasil,1349.2,499.2
30/08/2017,Brasil,97,2.8
30/08/2017,Brasil,291,60.6
30/08/2017,Brasil,950.4,360.6
12/12/2017,Brasil,192,74.4
12/12/2017,Brasil,107,21.4
12/12/2017,Brasil,591,206.4
16/04/2018,México,4214.7536,1765.1536
16/04/2018,México,460,18
16/04/2018,México,186,61.2
09/06/2016,Nicaragua,13674,3965
04/12/2016,México,11219.4,5160.6
13/09/2016,Perú,902.4,-105.6
11/05/2015,México,705.6,6.8
01/06/2015,Nicaragua,5394.72,1887.72
01/06/2015,Nicaragua,1465.2,717.6
25/10/2017,Brasil,3464.2576,930.2576
02/02/2017,República Dominicana,229.12,82.72
02/02/2017,República Dominicana,531.2,-40
02/02/2017,República Dominicana,2257.28,-479.92
02/02/2017,República Dominicana,2669.4,-1779.6
02/02/2017,República Dominicana,1682.88,566.88
02/02/2017,República Dominicana,1561.8456,211.0456
02/02/2017,República Dominicana,630.4,117.6
02/02/2017,República Dominicana,199.36,-47.44
15/11/2017,Colombia,251.4,93
14/03/2016,México,227.6,2
14/03/2016,México,3446.4,1654.2
14/03/2016,México,229.8,0
14/03/2016,México,984,216
19/12/2017,México,11349.4556,430.8556
19/12/2017,México,4787.406,1093.406
21/07/2017,El Salvador,2225.2,556
21/07/2017,El Salvador,669.2,152.6
09/03/2017,Cuba,250.6,115.2
25/06/2017,Brasil,1613.6,128.8
25/06/2017,Brasil,421,202
25/02/2015,Guatemala,2319.7512,436.9512
13/02/2018,México,133.2,22.2
13/06/2017,Nicaragua,2747.4,1016.4
13/06/2017,Nicaragua,2483.2236,741.4236
13/06/2017,Nicaragua,338.4,74.4
13/06/2017,Nicaragua,1709.2,820.4
21/05/2018,México,2633.76,-176.64
21/05/2018,México,2367,473.4
21/05/2018,México,19400.64,3394.44
19/12/2018,Perú,1174.472,-455.928
19/12/2018,Perú,587.16,-195.84
19/12/2018,Perú,3278.16,327.36
24/09/2018,México,201.24,-83.96
24/09/2018,México,136.8,8
10/11/2018,México,501.12,-37.68
10/11/2018,México,1110.8,444
10/11/2018,México,8252.16,-1444.44
10/11/2018,México,11923.106,573.106
10/11/2018,México,1089.2,500.8
10/11/2018,México,5082.6144,1925.0144
25/09/2017,Argentina,1292.76,-431.04
30/07/2017,México,1899.6,436.8
27/12/2016,Cuba,2276.6376,976.2376
08/09/2018,Honduras,365.76,-177.24
08/09/2018,Honduras,91.92,-43.28
08/09/2018,Honduras,206.4,-58.6
31/10/2018,México,4841.76,-1373.24
07/04/2016,El Salvador,3547.2,842.4
30/10/2017,Honduras,3906,-2213.4
11/11/2015,Brasil,3182,159
19/01/2017,Brasil,2170.2,195
19/01/2017,Brasil,10513.8,946.2
29/08/2018,Chile,927.6,120
08/09/2018,Cuba,88.4,17.6
16/10/2018,Nicaragua,406.8,60.8
16/10/2018,Nicaragua,3362.4,1008.6
27/10/2018,El Salvador,210.6,31.2
27/10/2018,El Salvador,4156.2,82.8
27/10/2018,El Salvador,6621.9296,1977.1296
27/06/2018,México,326.4,101
20/11/2017,República Dominicana,145.6,40
20/11/2017,República Dominicana,508.16,50.56
21/03/2016,Brasil,1568.8,328.8
21/03/2016,Brasil,8881.4016,2561.6016
20/08/2017,República Dominicana,2274.7788,678.1788
20/08/2017,República Dominicana,3483.2,-566.8
20/08/2017,República Dominicana,594.4,-44.6
20/08/2017,República Dominicana,158.7,-92.1
20/08/2017,República Dominicana,102.4,3.2
05/09/2018,México,147,44
05/09/2018,México,240,74.4
16/08/2015,Perú,1875.6,-2188.4
16/08/2015,Perú,885.36,-369.04
16/08/2015,Perú,110.64,-33.36
01/05/2018,Honduras,132.48,-51.12
21/11/2017,Nicaragua,2762.4,994.4
21/11/2017,Nicaragua,3641.4,1711.2
21/11/2017,Nicaragua,2061.6,535.2
15/06/2017,Cuba,435,108
15/06/2017,Cuba,2013.6,280.8
08/06/2016,Cuba,361.2,90
04/04/2018,Honduras,86.88,-26.32
04/04/2018,Honduras,2053.92,-1369.28
19/11/2018,Chile,186.6,72.6
21/11/2018,Brasil,583,151
18/10/2015,Brasil,1774.8,35.2
02/07/2017,Brasil,616,227.6
02/07/2017,Brasil,164.8,22.8
19/09/2016,Argentina,564.12,-357.48
06/03/2017,Honduras,1372.08,-777.52
09/05/2018,Cuba,1787.8,499.8
09/05/2018,Cuba,746.4,0
29/09/2015,México,239.6,98
29/09/2015,México,5357.8,1017.8
20/04/2017,República Dominicana,61.76,12.96
20/04/2017,República Dominicana,1780.8,-445.2
20/04/2017,República Dominicana,3508.08,-1403.52
19/12/2017,México,979.2,303
11/03/2018,Cuba,1521,425.4
11/03/2018,Cuba,2223.6,600
11/03/2018,Cuba,745.6,320
04/12/2018,Brasil,343.8,165
04/12/2018,Brasil,1111.2,232.8
30/07/2017,México,412,57
30/07/2017,México,2176,500
07/08/2016,Cuba,2967.6528,558.6528
07/08/2016,Cuba,730.8,7
19/06/2017,Perú,224.16,-131.04
19/06/2017,Perú,2134.44,-3415.16
19/06/2017,Perú,574.32,-258.48
19/06/2017,Perú,5767.112,-501.688
19/06/2017,Perú,82.08,-35.92
19/06/2017,Perú,1288.8,-516
18/07/2017,El Salvador,5538,1606
18/07/2017,El Salvador,3488.2096,1321.0096
06/06/2017,Cuba,254.2,94
03/08/2017,Cuba,3151.8,1101.6
05/12/2017,México,283,67
08/12/2018,México,892.48,66.88
08/12/2018,México,2148,880
08/12/2018,México,3542.4,779.2
09/12/2018,Brasil,5313.6,2550.4
26/06/2017,Jamaica,215.4,105
25/10/2017,Honduras,595.92,-168.88
25/10/2017,Honduras,1990.56,-33.44
26/05/2018,Honduras,679.68,-657.12
15/08/2017,Cuba,444.8,172.8
15/08/2017,Cuba,263.4,15.6
28/09/2017,Panamá,1377.72,-482.28
28/09/2017,Panamá,46.32,-2.48
28/09/2017,Panamá,226.08,-15.12
05/11/2015,Panamá,194.88,25.68
24/06/2018,Cuba,585.6,81.6
24/06/2018,Cuba,352.4,80.8
24/06/2018,Cuba,2212,641.2
24/06/2018,Cuba,207.8,16.6
07/09/2016,Nicaragua,297,5
03/10/2016,Cuba,3913.6,743.2
22/11/2017,República Dominicana,675.36,-17.04
18/07/2018,Honduras,350.4,-29.2
05/09/2017,Cuba,12724.2,381.6
06/03/2017,Argentina,185.28,-83.52
12/01/2017,Venezuela,126.36,-15.24
28/11/2018,México,2508.3732,447.3732
28/11/2018,México,880.32,-366.88
11/05/2018,Chile,373.8,3.6
11/05/2018,Chile,402,176
11/05/2018,Chile,546,87
11/05/2018,Chile,936.8,18.4
29/05/2018,México,3615.6,433.8
29/05/2018,México,546,218.4
26/06/2017,El Salvador,224.8,60.4
22/01/2015,El Salvador,2594.4,1011.6
02/11/2017,Cuba,59.2,0.4
07/06/2016,México,442,39
07/06/2016,México,780.48,12.48
07/06/2016,México,1224.32,-30.88
07/06/2016,México,150,44.8
21/06/2017,Brasil,1711.6,0
16/12/2015,México,253.6,35.2
16/12/2015,México,375,30
16/12/2015,México,1592.96,39.76
16/12/2015,México,209.4,48
05/12/2017,México,417.4,112.6
20/09/2017,Honduras,2813.4,-1688.6
18/12/2017,Guatemala,854.6,410.2
24/11/2018,Ecuador,797.6,302.8
28/06/2016,Colombia,828.4,215.2
30/12/2015,El Salvador,229.2,110
30/12/2015,El Salvador,555.6,249.6
30/12/2015,El Salvador,4578.4,1876.8
30/12/2015,El Salvador,1146.6,0
30/12/2015,El Salvador,564.6,45
30/12/2015,El Salvador,3179.4,1556.8
22/08/2018,República Dominicana,1779.52,-422.88
11/04/2018,Colombia,65.2,17.6
11/04/2018,Colombia,3716,1597.6
11/04/2018,Colombia,591.6,100.2
11/04/2018,Colombia,2682.6,106.8
11/04/2018,Colombia,3384,642.6
11/04/2018,Colombia,556,205
10/09/2017,México,1837.2,293.6
14/07/2017,México,111.2,41
13/11/2018,El Salvador,2480.8284,1088.2284
13/11/2018,El Salvador,4126.73,569.73
13/11/2018,El Salvador,3484.6168,761.0168
13/11/2018,El Salvador,210,105
25/11/2018,Perú,315.36,-84.24
18/04/2016,México,7509.7504,360.9504
18/04/2016,México,930.6,250.2
23/06/2018,Trinidad y Tobago,2041.6,796
23/06/2018,Trinidad y Tobago,160,49.6
23/06/2018,Trinidad y Tobago,1788.8,590
23/06/2018,Trinidad y Tobago,1564,469
23/06/2018,Trinidad y Tobago,222.24,-407.76
13/09/2018,Cuba,83.4,37.2
13/09/2018,Cuba,1759.2,826.8
13/09/2018,Cuba,1904.4,0
26/10/2015,Venezuela,4902.6,326.6
26/10/2015,Venezuela,277.2,-60.8
10/09/2018,Guatemala,2058,801.6
10/03/2016,República Dominicana,91.2,-6
10/03/2016,República Dominicana,1519.92,-3394.68
10/03/2016,República Dominicana,1393.4676,485.2676
04/09/2018,República Dominicana,2796.8,-385.2
12/03/2015,Honduras,591,98
